ID;Nazwa;ID TRAM;ID BUS;Lat;Lon;Strefa;Dzielnica;Ulica;Exit-only (E)/Tram (T)/Bus (B);NŻ;Ex ID;Ex Nazwa
330-2;Park Decjusza 02;;330-02;50.067049166;19.869311944;;;;;;;
453-1;Park Jordana 01;453-1t;;50.06029;19.918105;;;;;;;
453-2;Park Jordana 02;453-2t;;50.060224;19.917799;;;;;;;
453-71;Park Jordana 71;;453-71;50.060298888;19.917497222;;;;;;;
939-1;Park Tetmajera 01;;939-01;50.094291;19.865895;;;;;;;
874-1;Park Wodny 01;;874-01;50.090212222;19.982514444;;;;;;;
874-2;Park Wodny 02;;874-02;50.090048055;19.982078888;;;;;;;
595-1;Park Zdrojowy 01;;595-01;49.993152777;19.934895000;;;;;;;
595-2;Park Zdrojowy 02;;595-02;49.992830555;19.936231666;;;;;;;
392-1;Pasternik (NŻ) 01;;392-01;50.097503611;19.868941111;;;;;NŻ;;
392-2;Pasternik (NŻ) 02;;392-02;50.098650833;19.868187500;;;;;NŻ;;
392-3;Pasternik (NŻ) 03;;392-03;50.097576;19.867938;;;;;NŻ;;
;PB;;;50.091036111;20.031700000;;;;;;;
879-1;PCK 01;;879-01;50.084342777;20.054237500;;;;;;;
879-2;PCK 02;;879-02;50.083938055;20.054630277;;;;;;;
153-1;Petőfiego 01;;153-01;50.094161666;20.035337777;;;;;;;
153-2;Petőfiego 02;;153-02;50.094166388;20.035555000;;;;;;;
790-1;Petrażyckiego 01;;790-01;49.981756388;19.878883611;;;;;;;
790-2;Petrażyckiego 02;;790-02;49.981785833;19.878726666;;;;;;;
736-1;Petrażyckiego Osiedle 01;;736-01;49.984283611;19.896315000;;;;;;;
736-2;Petrażyckiego Osiedle 02;;736-02;49.984301111;19.895394166;;;;;;;
834-1;Pędzichów 01;834-1t;834-01;50.069615555;19.937601388;;;;;;;
834-2;Pędzichów 02;834-2t;834-02;50.069655833;19.937449722;;;;;;;
2191-1;Pękowice Fort 01;;2191-01;50.124702777;19.901307777;;;;;;;
2191-2;Pękowice Fort 02;;2191-02;50.124942222;19.901281388;;;;;;;
2808-1;Pękowice Ojcowska 01;;2808-01;50.128215277;19.897813611;;;;;;;
487-1;Pękowicka 01;;487-01;50.100581111;19.914526111;;;;;;;
487-3;Pękowicka 03;;487-03;50.100772222;19.915035277;;;;;;;
;PH;;;50.084174;20.064555;;;;;;;
634-1;Piaski Nowe 01;634-1t;;50.015482;19.971574;;;;;;;
634-2;Piaski Nowe 02;634-2t;;50.015447;19.971604;;;;;;;
634-3;Piaski Nowe 03;;634-03;50.015310555;19.971784444;;;;;;;
634-4;Piaski Nowe 04;;634-04;50.015315277;19.970051388;;;;;;;
631-1;Piaski Wielkie 01;;631-01;50.006179166;19.982193055;;;;;;;
631-2;Piaski Wielkie 02;;631-02;50.006094166;19.981901944;;;;;;;
631-4;Piaski Wielkie 04;;631-04;50.005826388;19.982935277;;;;;;;
574-1;Piaskowa 01;;574-01;50.095180;19.897730;;;;;;;
147-1;Piasta Kołodzieja 01;147-1t;;50.097862;20.013018;;;;;;;
147-2;Piasta Kołodzieja 02;147-2t;;50.098526;20.013051;;;;;;;
147-3;Piasta Kołodzieja 03;;147-03;50.098635555;20.013325277;;;;;;;
147-4;Piasta Kołodzieja 04;;147-04;50.097919722;20.013073888;;;;;;;
147-6;Piasta Kołodzieja 06;;147-06;50.098080;20.013670;;;;;;;
438-1;Piastowska 01;;438-01;50.058657777;19.897532222;;;;;;;
438-2;Piastowska 02;;438-02;50.057544722;19.900183888;;;;;;;
438-3;Piastowska 03;;438-03;50.059158611;19.899515000;;;;;;;
497-1;Piastów SKA 01;;497-01;50.106744722;20.011495000;;;;;;;
497-2;Piastów SKA 02;;497-02;50.105969444;20.012183333;;;;;;;
497-5;Piastów SKA 05;;497-05;50.107585833;20.011813055;;;;;;;
420-1;Piaszczysta 01;;420-01;50.0964123;19.9325674;;;;;;;
420-2;Piaszczysta 02;;420-02;50.096611666;19.931558611;;;;;;;
2022-1;Piekary Borki 01;;2022-01;50.028472222;19.786774166;;;;;;;
2022-2;Piekary Borki 02;;2022-02;50.028473055;19.786624166;;;;;;;
2021-1;Piekary Centrum 01;;2021-01;50.023807222;19.795721666;;;;;;;
2021-2;Piekary Centrum 02;;2021-02;50.023490000;19.796473888;;;;;;;
2021-3;Piekary Centrum 03;;2021-03;50.023103611;19.794868333;;;;;;;
2279-1;Piekary Dół 01;;2279-01;50.031265833;19.780807222;;;;;;;
2279-2;Piekary Dół 02;;2279-02;50.031255833;19.780686111;;;;;;;
2280-1;Piekary Górne 01;;2280-01;50.018150555;19.787527777;;;;;;;
2280-2;Piekary Górne 02;;2280-02;50.018261666;19.787606944;;;;;;;
2020-1;Piekary Korea 01;;2020-01;50.029062777;19.800932777;;;;;;;
2020-2;Piekary Korea 02;;2020-02;50.029065833;19.801143333;;;;;;;
2019-1;Piekary Na Brzegu 01;;2019-01;50.029527777;19.806864444;;;;;;;
2019-2;Piekary Na Brzegu 02;;2019-02;50.029564722;19.807346388;;;;;;;
2488-1;Piekary Pałac 01;;2488-01;50.020580000;19.793517222;;;;;;;
2488-2;Piekary Pałac 02;;2488-02;50.020431666;19.793730833;;;;;;;
2164-1;Piekary Sklep 01;;2164-01;50.026195555;19.797352777;;;;;;;
2164-2;Piekary Sklep 02;;2164-02;50.026150833;19.797506666;;;;;;;
412-2;Pielęgniarek 02;;412-02;50.083466111;19.936758888;;;;;;;
2170-1;Pielgrzymowice Granica 01;;2170-01;50.153434444;20.039881111;;;;;;;
2170-2;Pielgrzymowice Granica 02;;2170-02;50.153584444;20.039312500;;;;;;;
2175-1;Pielgrzymowice Pętla 01;;2175-01;50.144086388;20.051163055;;;;;;;
2174-1;Pielgrzymowice Wierzbowa 01;;2174-01;50.151023055;20.047262777;;;;;;;
2174-2;Pielgrzymowice Wierzbowa 02;;2174-02;50.150881666;20.047925833;;;;;;;
857-1;Pilotów 01;;857-01;50.078783333;19.971497777;;;;;;;
857-2;Pilotów 02;;857-02;50.077914166;19.970264444;;;;;;;
899-1;Piltza 01;;899-01;50.015220;19.892000;;;;;;;
899-2;Piltza 02;;899-02;50.015310;19.892760;;;;;;;
899-4;Piltza 04;;899-04;50.015260;19.890300;;;;;;;
2354-1;Pisary Akacjowa 01;;2354-01;50.125614444;19.696729444;;;;;;;
2354-2;Pisary Akacjowa 02;;2354-02;50.125686388;19.696729722;;;;;;;
2352-1;Pisary Dąbrówki 01;;2352-01;50.144326388;19.693458333;;;;;;;
2352-2;Pisary Dąbrówki 02;;2352-02;50.144113055;19.693543888;;;;;;;
2537-1;Pisary Dwór 01;;2537-01;50.129687777;19.690769444;;;;;;;
2537-2;Pisary Dwór 02;;2537-02;50.129611388;19.690758888;;;;;;;
2729-1;Pisary Kasztanowa 01;;2729-01;50.141170000;19.693277777;;;;;;;
2729-2;Pisary Kasztanowa 02;;2729-02;50.141500277;19.693401944;;;;;;;
2355-1;Pisary Mleczna 01;;2355-01;50.124665277;19.702149722;;;;;;;
2355-2;Pisary Mleczna 02;;2355-02;50.124722222;19.702201111;;;;;;;
2353-1;Pisary Spacerowa 01;;2353-01;50.135173611;19.692998333;;;;;;;
2353-2;Pisary Spacerowa 02;;2353-02;50.135178055;19.692909166;;;;;;;
640-1;Plac Bohaterów Getta 01;640-1t;640-01;50.046626111;19.955003055;;;;;;;
640-2;Plac Bohaterów Getta 02;640-2t;640-02;50.046637222;19.955093055;;;;;;;
105-1;Plac Centralny im. R.Reagana 01;105-1t;;50.071704;20.035631;;;;;;;
105-2;Plac Centralny im. R.Reagana 02;105-2t;;50.072961;20.036331;;;;;;;
105-3;Plac Centralny im. R.Reagana 03;105-3t;;50.072556;20.038845;;;;;;;
105-4;Plac Centralny im. R.Reagana 04;105-4t;;50.071283;20.038494;;;;;;;
105-5;Plac Centralny im. R.Reagana 05;;105-05;50.072432777;20.038780555;;;;;;;
105-6;Plac Centralny im. R.Reagana 06;;105-06;50.073126944;20.036337500;;;;;;;
105-6;Plac Centralny im. R.Reagana 06;;105-06;50.073130;20.036340;;;;;;;
105-7;Plac Centralny im. R.Reagana 07;;105-07;50.071100833;20.038640555;;;;;;;
105-9;Plac Centralny im. R.Reagana 09;;105-09;50.071840000;20.035523055;;;;;;;
829-1;Plac Inwalidów 01;829-1t;829-01;50.068643611;19.927067500;;;;;;;
829-2;Plac Inwalidów 02;829-2t;829-02;50.069835000;19.925523333;;;;;;;
829-3;Plac Inwalidów 03;;829-03;50.069381388;19.926953055;;;;;;;
829-4;Plac Inwalidów 04;;829-04;50.068810277;19.925904166;;;;;;;
829-71;Plac Inwalidów 71;;829-71;50.068840000;19.926870000;;;;;;;
837-1;Plac Na Stawach 01;;837-01;50.055090;19.920530;;;;;;;
820-1;Plac Wolnica 01;820-1t;820-01;50.048068055;19.943336388;;;;;;;
820-2;Plac Wolnica 02;820-2t;820-02;50.048037222;19.943506111;;;;;;;
821-1;Plac Wszystkich Świętych 01;821-1t;821-01;50.05912;19.93824;;;;;;;
821-2;Plac Wszystkich Świętych 02;821-2t;821-02;50.059113;19.937497;;;;;;;
257-1;Plastusia 01;;257-01;50.068770;20.140100;;;;;;;
257-2;Plastusia 02;;257-02;50.068650;20.139800;;;;;;;
800-1;Plaza 01;800-1t;;50.0630295;19.9839914;;;;;;;Kraków Plaza 01
800-2;Plaza 02;800-2t;;50.0630584;19.9839612;;;;;;;Kraków Plaza 02
800-3;Plaza 03;;800-03;50.063179;19.984640;;;;;;;Kraków Plaza 03
800-4;Plaza 04;;800-04;50.063262;19.984029;;;;;;;Kraków Plaza 04
419-1;Pleszowska 01;;419-01;50.091573888;19.936442777;;;;;;;
419-2;Pleszowska 02;;419-02;50.091888888;19.934932222;;;;;;;
419-3;Pleszowska 03;;419-03;50.0922862;19.9357924;;;;;;;
218-1;Pleszów 01;218-1t;;50.072893;20.11689;;;;;;;
218-5;Pleszów 05;;218-05;50.072991666;20.117664166;;;;;;;
218-15;Pleszów 15;;218-15;50.072991666;20.117664166;;;;;;;
472-1;Płaszowska 01;;472-01;50.045321388;19.979008055;;;;;;;
472-2;Płaszowska 02;;472-02;50.044978611;19.978217222;;;;;;;
677-2;Płaszów Szkoła 02;;677-02;50.037215277;19.991839722;;;;;;;
680-1;Płk. Dąbka 01;;680-01;50.036466666;20.006399722;;;;;;;
680-2;Płk. Dąbka 02;;680-02;50.036147500;20.007039722;;;;;;;
806-1;Poczta Główna 01;806-1t;806-01;50.059935000;19.942491388;;;;;;;
806-2;Poczta Główna 02;806-2t;;50.059205;19.942571;;;;;;;
806-3;Poczta Główna 03;806-3t;806-03;50.059203888;19.941723611;;;;;;;
806-4;Poczta Główna 04;;806-04;50.059310833;19.942836666;;;;;;;
614-1;Pod Lipą 01;;614-01;49.975420000;19.986636111;;;;;;;
614-2;Pod Lipą 02;;614-02;49.975267222;19.986542777;;;;;;;
942-1;Pod Strzechą (NŻ) 01;;942-01;50.086278;19.880283;;;;;NŻ;;
737-1;Podgaje 01;;737-01;49.985979722;19.902695833;;;;;;;
737-2;Podgaje 02;;737-02;49.985992777;19.902016388;;;;;;;
731-1;Podgórki Tynieckie 01;;731-01;50.006390833;19.844414166;;;;;;;
642-1;Podgórze SKA 01;642-1t;;50.042438;19.960723;;;;;;;Powstańców Wielkopolskich 01
642-2;Podgórze SKA 02;642-2t;642-02;50.041806388;19.961477777;;;;;;;Powstańców Wielkopolskich 02
642-3;Podgórze SKA 03;;642-03;50.041819166;19.961123333;;;;;;;Powstańców Wielkopolskich 03
642-5;Podgórze SKA 05;;642-05;50.042475555;19.962435555;;;;;;;Powstańców Wielkopolskich 05
642-6;Podgórze SKA 06;;642-06;50.042103333;19.962711944;;;;;;;Powstańców Wielkopolskich 06
642-8;Podgórze SKA 08;;642-08;50.041831944;19.962539444;;;;;;;Powstańców Wielkopolskich 08
2637-1;Podłęże Balachówka 01;;2637-01;50.010697777;20.151448611;;;;;;;
2637-2;Podłęże Balachówka 02;;2637-02;50.010877500;20.152119444;;;;;;;
2635-1;Podłęże Centrum 01;;2635-01;50.014196666;20.170611666;;;;;;;
2635-2;Podłęże Centrum 02;;2635-02;50.014304722;20.171426666;;;;;;;
2647-1;Podłęże Przedszkole 01;;2647-01;50.013493611;20.161748888;;;;;;;
2636-1;Podłęże Remiza 01;;2636-01;50.013410833;20.164367500;;;;;;;
244-1;Podstawie 01;;244-01;50.068779444;20.166985000;;;;;;;
244-2;Podstawie 02;;244-02;50.068205833;20.167092222;;;;;;;
2812-1;Podstolice Centrum 01;;2812-01;49.958451111;19.997687222;;;;;;;
2813-1;Podstolice Zamłynie 01;;2813-01;49.964754722;19.999651388;;;;;;;
2813-2;Podstolice Zamłynie 02;;2813-02;49.965054166;19.999791388;;;;;;;
700-1;Podwierzbie 01;;700-01;50.047624722;20.059970000;;;;;;;
836-1;Polana Żywiecka 01;;836-01;50.011119444;19.909121944;;;;;;;
836-2;Polana Żywiecka 02;;836-02;50.011072777;19.909174722;;;;;;;
2809-2;Polanka Hallera Centrum 02;;2809-02;49.933021666;19.768049166;;;;;;;
2399-1;Polanka Hallera Dwór 01;;2399-01;49.937515000;19.765868055;;;;;;;
2399-2;Polanka Hallera Dwór 02;;2399-02;49.937691111;19.765849444;;;;;;;
2399-3;Polanka Hallera Dwór 03;;2399-03;49.937041944;19.766456666;;;;;;;
2399-4;Polanka Hallera Dwór 04;;2399-04;49.936925833;19.766585000;;;;;;;
2656-1;Polanowice Boisko 01;;2656-01;50.198215000;20.091476388;;;;;;;
2656-2;Polanowice Boisko 02;;2656-02;50.197885277;20.091210833;;;;;;;
2655-1;Polanowice Kolonia 01;;2655-01;50.193435000;20.091641944;;;;;;;
2655-2;Polanowice Kolonia 02;;2655-02;50.193133333;20.091681388;;;;;;;
839-1;Politechnika 01;839-1t;839-01;50.071089166;19.945109444;;;;;;;
839-2;Politechnika 02;839-2t;;50.070807;19.945062;;;;;;;
839-3;Politechnika 03;839-3t;;50.071143;19.945072;;;;;;;
839-4;Politechnika 04;839-4t;;50.071056;19.945016;;;;;;;
839-5;Politechnika 05;;839-05;50.071071388;19.944686666;;;;;;;
839-6;Politechnika 06;;839-06;50.071278611;19.944103055;;;;;;;
839-8;Politechnika 08;;839-08;50.071080277;19.944637222;;;;;;;
578-2;Połomskiego 02;;578-02;50.018928333;19.945457777;;;;;;;
578-3;Połomskiego 03;;578-03;50.019329722;19.944409722;;;;;;;
935-1;Poniedziałkowy Dół 01;;935-01;50.057820;19.871140;;;;;;;
935-2;Poniedziałkowy Dół 02;;935-02;50.058030;19.871130;;;;;;;
146-1;Popielidów 01;;146-01;50.099310;20.017670;;;;;;;
146-2;Popielidów 02;;146-02;50.099450;20.019700;;;;;;;
740-1;Poronińska 01;;740-01;49.986941388;19.918246944;;;;;;;
740-2;Poronińska 02;;740-02;49.986973055;19.916797222;;;;;;;
845-1;Powstańców 01;;845-01;50.092999444;19.963671388;;;;;;;
845-2;Powstańców 02;;845-02;50.093400277;19.964251388;;;;;;;
766-1;Powstańców Garaże 01;;766-01;50.094968055;19.967522222;;;;;;;
766-2;Powstańców Garaże 02;;766-02;50.095246111;19.968291111;;;;;;;
850-1;Powstańców Magazyny 01;;850-01;50.106259444;20.001605000;;;;;;;
850-2;Powstańców Magazyny 02;;850-02;50.106157777;20.001593888;;;;;;;
401-1;Poziomkowa 01;;401-01;50.103511388;19.907651666;;;;;;;
401-2;Poziomkowa 02;;401-02;50.104260555;19.906670555;;;;;;;
692-1;Półłanki 01;;692-01;50.038674444;20.041895555;;;;;;;
692-2;Półłanki 02;;692-02;50.039140555;20.043200277;;;;;;;
692-3;Półłanki 03;;692-03;50.038029166;20.042381666;;;;;;;
692-4;Półłanki 04;;692-04;50.038233611;20.043550833;;;;;;;
;PP;;;50.036052777;20.011450000;;;;;;;
504-1;Praska 01;;504-01;50.049765833;19.920495833;;;;;;;
504-2;Praska 02;;504-02;50.049713888;19.920569722;;;;;;;
252-1;Prawocheńskiego 01;;252-01;50.065420;20.152970;;;;;;;
252-2;Prawocheńskiego 02;;252-02;50.065340;20.152890;;;;;;;
411-2;Prądnik Biały 02;;411-02;50.096202500;19.930309722;;;;;;;
432-2;Prądnik Biały Wschód 02;;432-02;50.092893;19.956337;;;;;;;Górka Narodowa 02
915-2;Prądnik Biały Zachód 02;;915-02;50.101593055;19.923118333;;;;;;;
915-3;Prądnik Biały Zachód 03;;915-03;50.102453055;19.923769166;;;;;;;
915-4;Prądnik Biały Zachód 04;;915-04;50.100470277;19.923832222;;;;;;;
846-1;Prądnik Czerwony P+R 01;;846-01;50.096538055;19.973766388;;;;;;;Prądnik Czerwony 01
846-2;Prądnik Czerwony P+R 02;;846-02;50.095813055;19.974413611;;;;;;;Prądnik Czerwony 02
846-4;Prądnik Czerwony P+R 04;;846-04;50.096792777;19.974321388;;;;;;;Prądnik Czerwony 04
846-84;Prądnik Czerwony P+R 84;;846-84;50.095904166;19.974325555;;;;;;;Prądnik Czerwony 84
648-1;Prokocim 01;648-1t;;50.017526;19.991105;;;;;;;
648-2;Prokocim 02;648-2t;;50.017646;19.990988;;;;;;;
648-3;Prokocim 03;648-3t;;50.0177877;19.9910323;;;;;;;
660-1;Prokocim Rynek 01;;660-01;50.023730;19.996620;;;;;;;
660-2;Prokocim Rynek 02;;660-02;50.023250;19.997790;;;;;;;
649-1;Prokocim Szpital 01;649-1t;;50.014443;19.998952;;;;;;;
649-2;Prokocim Szpital 02;649-2t;;50.014585;20.000171;;;;;;;
649-3;Prokocim Szpital 03;;649-03;50.015062500;20.001265833;;;;;;;
649-4;Prokocim Szpital 04;;649-04;50.014224444;20.000125000;;;;;;;
649-5;Prokocim Szpital 05;;649-05;50.014401666;19.997565555;;;;;;;
649-6;Prokocim Szpital 06;;649-06;50.014461388;19.998432500;;;;;;;
652-1;Prokocim UJ 01;;652-01;50.010320555;19.992496388;;;;;;;
652-2;Prokocim UJ 02;;652-02;50.009907500;19.992871944;;;;;;;
905-1;Promienistych 01;;905-01;50.088631666;19.968513333;;;;;;;
905-2;Promienistych 02;;905-02;50.088270000;19.966799444;;;;;;;
659-1;Prosta 01;;659-01;50.025110;19.992620;;;;;;;
659-2;Prosta 02;;659-02;50.025310;19.991140;;;;;;;
2185-1;Prusy Kościół 01;;2185-01;50.119097777;20.092135000;;;;;;;
2185-2;Prusy Kościół 02;;2185-02;50.118243611;20.091156666;;;;;;;
2738-1;Prusy Rondo 01;;2738-01;50.110652222;20.081766944;;;;;;;
2738-2;Prusy Rondo 02;;2738-02;50.110000555;20.081539166;;;;;;;
2184-1;Prusy Szkoła 01;;2184-01;50.114074166;20.085519444;;;;;;;
2184-2;Prusy Szkoła 02;;2184-02;50.113835555;20.084978888;;;;;;;
722-1;Pruszyńskiego 01;;722-01;50.013700277;20.048930000;;;;;;;
722-2;Pruszyńskiego 02;;722-02;50.013784444;20.048627777;;;;;;;
2802-1;Przebieczany Gdowska 01;;2802-01;49.974053611;20.108290833;;;;;;;
2802-2;Przebieczany Gdowska 02;;2802-02;49.973382777;20.111358333;;;;;;;
2859-1;Przeginia Dom Ludowy 01;;2859-01;50.236076944;19.699278611;;;;;;;
2859-2;Przeginia Dom Ludowy 02;;2859-02;50.235138055;19.702728055;;;;;;;
2511-1;Przeginia Duchowna Kościół 01;;2511-01;50.019564166;19.653175555;;;;;;;
2511-2;Przeginia Duchowna Kościół 02;;2511-02;50.018591944;19.652941388;;;;;;;
2512-1;Przeginia Duchowna Remiza 01;;2512-01;50.022370833;19.651910555;;;;;;;
2512-2;Przeginia Duchowna Remiza 02;;2512-02;50.022451388;19.651975555;;;;;;;
2516-1;Przeginia Duchowna Rezerwat 01;;2516-01;50.034416944;19.646224166;;;;;;;
2516-2;Przeginia Duchowna Rezerwat 02;;2516-02;50.034401111;19.644922777;;;;;;;
2513-1;Przeginia Duchowna Szkoła 01;;2513-01;50.023966111;19.655977500;;;;;;;
2513-2;Przeginia Duchowna Szkoła 02;;2513-02;50.023948333;19.655438055;;;;;;;
2582-1;Przeginia Duchowna Zagórze 01;;2582-01;50.032777500;19.634937222;;;;;;;
2860-2;Przeginia Kościół 02;;2860-02;50.237725000;19.687392500;;;;;;;
2860-3;Przeginia Kościół 03;;2860-03;50.237598611;19.685736944;;;;;;;
2509-1;Przeginia Narodowa Bunar 01;;2509-01;50.005695000;19.660794166;;;;;;;
2509-2;Przeginia Narodowa Bunar 02;;2509-02;50.005685277;19.660667500;;;;;;;
2510-1;Przeginia Narodowa Dwór 01;;2510-01;50.011738888;19.657651666;;;;;;;
2510-2;Przeginia Narodowa Dwór 02;;2510-02;50.011236944;19.657518055;;;;;;;
2857-1;Przeginia Ostra Góra 01;;2857-01;50.230611944;19.719817777;;;;;;;
2857-2;Przeginia Ostra Góra 02;;2857-02;50.230192222;19.721317500;;;;;;;
2858-1;Przeginia Skotnica 01;;2858-01;50.233103611;19.711127500;;;;;;;
2858-2;Przeginia Skotnica 02;;2858-02;50.232709444;19.712138888;;;;;;;
321-1;Przegon 01;;321-01;50.056447222;19.905345000;;;;;;;
321-2;Przegon 02;;321-02;50.056438611;19.904673611;;;;;;;
306-1;Przegorzały 01;;306-01;50.046829444;19.871181111;;;;;;;
306-2;Przegorzały 02;;306-02;50.046758611;19.870884166;;;;;;;
306-3;Przegorzały 03;;306-03;50.047730;19.871380;;;;;;;
306-4;Przegorzały 04;;306-04;50.047110;19.871770;;;;;;;
886-1;Przegorzały Obwodnica 01;;886-01;50.046156666;19.871418055;;;;;;;
886-2;Przegorzały Obwodnica 02;;886-02;50.046108055;19.872931111;;;;;;;
698-1;Przewóz 01;;698-01;50.041808333;20.061388611;;;;;;;
698-2;Przewóz 02;;698-02;50.041851388;20.063220833;;;;;;;
754-1;Przy Kuźni 01;;754-01;50.003999166;19.990218611;;;;;;;
754-2;Przy Kuźni 02;;754-02;50.004010277;19.988552500;;;;;;;
2131-1;Przybysławice Centrum 01;;2131-01;50.157623055;19.895277777;;;;;;;
2131-2;Przybysławice Centrum 02;;2131-02;50.157180555;19.895155555;;;;;;;
2386-1;Przybysławice Na Lipowiec 01;;2386-01;50.160037222;19.897231111;;;;;;;
2386-2;Przybysławice Na Lipowiec 02;;2386-02;50.159626944;19.896763611;;;;;;;
2132-1;Przybysławice Na Stoczki 01;;2132-01;50.164053055;19.899451666;;;;;;;
2132-2;Przybysławice Na Stoczki 02;;2132-02;50.163485833;19.899023611;;;;;;;
351-1;Przybyszewskiego 01;;351-01;50.070635000;19.898988055;;;;;;;Armii Krajowej 01
351-2;Przybyszewskiego 02;;351-02;50.071054444;19.897735277;;;;;;;Armii Krajowej 02
256-1;Przylasek Rusiecki 01;;256-01;50.046250;20.163870;;;;;;;
254-1;Przylasek Rusiecki Kąpielisko 01;;254-01;50.054190;20.161620;;;;;;;
254-2;Przylasek Rusiecki Kąpielisko 02;;254-02;50.053950;20.161760;;;;;;;
469-1;Przylasek Rusiecki Północ 01;;469-01;50.059710;20.154980;;;;;;;
469-2;Przylasek Rusiecki Północ 02;;469-02;50.059940;20.154550;;;;;;;
255-1;Przylasek SKA 01;;255-01;50.051180;20.164240;;;;;;;
255-2;Przylasek SKA 02;;255-02;50.050970;20.164150;;;;;;;
246-1;Przylasek Wyciąski 01;;246-01;50.059230277;20.176260555;;;;;;;
246-2;Przylasek Wyciąski 02;;246-02;50.059042222;20.176768888;;;;;;;
793-1;Pszenna 01;;793-01;50.020203611;19.956447777;;;;;;;
793-2;Pszenna 02;;793-02;50.020272500;19.955678611;;;;;;;
770-1;Pszona 01;;770-01;50.078546388;19.977048888;;;;;;;
770-2;Pszona 02;;770-02;50.077949166;19.977686111;;;;;;;
;PT ;;;50.031724;19.934092;;;;;;;
777-1;Puszkarska 01;;777-01;50.027072222;19.948585000;;;;;;;
777-2;Puszkarska 02;;777-02;50.026069722;19.949235833;;;;;;;
;PW;;;50.024130000;19.959100000;;;;;;;
508-1;Pychowice 01;;508-01;50.036810277;19.895144722;;;;;;;
508-2;Pychowice 02;;508-02;50.036683888;19.894008888;;;;;;;
934-1;Pylna 01;;934-01;50.075350;19.848940;;;;;;;
934-2;Pylna 02;;934-02;50.075690;19.848920;;;;;;;
598-1;Pytlasińskiego 01;;598-01;49.985988888;19.940108611;;;;;;;
598-2;Pytlasińskiego 02;;598-02;49.986709166;19.940360000;;;;;;;
2271-1;Raciborowice Granica 01;;2271-01;50.118570555;20.040698888;;;;;;;
2271-2;Raciborowice Granica 02;;2271-02;50.118550277;20.040395833;;;;;;;
2182-1;Raciborowice Wawelska 01;;2182-01;50.116915833;20.033505277;;;;;;;
2182-2;Raciborowice Wawelska 02;;2182-02;50.116787777;20.032601666;;;;;;;
339-1;Raczkiewicza 01;;339-01;50.068754444;19.837630000;;;;;;;
339-2;Raczkiewicza 02;;339-02;50.068862777;19.837197500;;;;;;;
830-1;Radio Kraków 01;;830-01;50.071805277;19.930436666;;;;;;;
830-2;Radio Kraków 02;;830-02;50.071751111;19.929330555;;;;;;;
2351-1;Radwanowice Krzeszowicka 01;;2351-01;50.144957777;19.708325277;;;;;;;
2350-1;Radwanowice Pętla 01;;2350-01;50.148252500;19.709406944;;;;;;;
374-1;Radzikowskiego 01;;374-01;50.083197222;19.908991666;;;;;;;
374-2;Radzikowskiego 02;;374-02;50.083302500;19.909128055;;;;;;;
787-2;Radzikowskiego Osiedle 02;;787-02;50.086275833;19.894045555;;;;;;;
2252-1;Radziszów Centrum 01;;2252-01;49.938384444;19.810166388;;;;;;;
2252-2;Radziszów Centrum 02;;2252-02;49.939061944;19.809463055;;;;;;;
2691-1;Radziszów Cmentarz 01;;2691-01;49.941234444;19.806012222;;;;;;;
2691-2;Radziszów Cmentarz 02;;2691-02;49.941312500;19.806361944;;;;;;;
2251-1;Radziszów Kamionna 01;;2251-01;49.946871111;19.811208888;;;;;;;
2251-2;Radziszów Kamionna 02;;2251-02;49.946561944;19.811225833;;;;;;;
2483-1;Radziszów Kładka 01;;2483-01;49.940536666;19.807727777;;;;;;;
2483-2;Radziszów Kładka 02;;2483-02;49.940374166;19.807698055;;;;;;;
2256-1;Radziszów Leśniczówka 01;;2256-01;49.916338333;19.818523888;;;;;;;
2256-2;Radziszów Leśniczówka 02;;2256-02;49.915898888;19.818492500;;;;;;;
2487-1;Radziszów PKP 01;;2487-01;49.918198888;19.808896944;;;;;;;
2255-1;Radziszów Podlesie 01;;2255-01;49.922173333;19.821095277;;;;;;;
2255-2;Radziszów Podlesie 02;;2255-02;49.919429722;19.821613055;;;;;;;
2430-1;Radziszów Podlesie Las 01;;2430-01;49.911502777;19.822340277;;;;;;;
2430-2;Radziszów Podlesie Las 02;;2430-02;49.912379444;19.820781111;;;;;;;
