ID;Nazwa;ID TRAM;ID BUS;Lat;Lon;Strefa;Dzielnica;Ulica;Exit-only (E)/Tram (T)/Bus (B);NŻ;Ex ID;Ex Nazwa
617-1;Kamieńskiego Wiadukt 01;;617-01;50.031107500;19.949136666;;;;;;;
617-2;Kamieńskiego Wiadukt 02;;617-02;50.031956666;19.948416944;;;;;;;
291-1;Kampus UJ 01;291-1t;;50.024044;19.901485;;;;;;;
291-2;Kampus UJ 02;291-2t;;50.024685;19.901995;;;;;;;
291-3;Kampus UJ 03;;291-03;50.024642222;19.902507500;;;;;;;
291-4;Kampus UJ 04;;291-04;50.023853611;19.901541944;;;;;;;
292-1;Kampus UP JP II 01;292-1t;;50.020377;19.897505;;;;;;;Chmieleniec 01,   Kampus UP 01
292-2;Kampus UP JP II 02;292-2t;;50.020825;19.898122;;;;;;;Chmieleniec 02,   Kampus UP 02
292-3;Kampus UP JP II 03;;292-03;50.020796111;19.898711944;;;;;;;Chmieleniec 03,   Kampus UP 03
292-4;Kampus UP JP II 04;;292-04;50.020165277;19.897488055;;;;;;;Chmieleniec 04,   Kampus UP 04
128-1;Kantorowice 01;;128-01;50.104222500;20.061821666;;;;;;;
128-2;Kantorowice 02;;128-02;50.104153055;20.061786111;;;;;;;
128-4;Kantorowice 04;;128-04;50.104645000;20.061571666;;;;;;;
911-1;Kantorowicka 01;;911-01;50.098889444;20.067272222;;;;;;;
523-1;Kapelanka 01;523-1t;;50.044913;19.922059;;;;;;;
523-2;Kapelanka 02;523-2t;;50.045048;19.922048;;;;;;;
523-3;Kapelanka 03;;523-03;50.045619444;19.922447222;;;;;;;
523-4;Kapelanka 04;;523-04;50.043208333;19.922647777;;;;;;;
523-6;Kapelanka 06;;523-06;50.045410555;19.920425833;;;;;;;
2265-1;Karniowice Górki 01;;2265-01;50.149359444;19.779202222;;;;;;;
2265-2;Karniowice Górki 02;;2265-02;50.149543333;19.778961111;;;;;;;
2266-1;Karniowice Pętla 01;;2266-01;50.152357222;19.773897222;;;;;;;
2314-1;Karniów Szkoła 01;;2314-01;50.131733055;20.171313055;;;;;;;
2314-2;Karniów Szkoła 02;;2314-02;50.131451666;20.171100833;;;;;;;
268-1;Karowa 01;;268-01;50.060490;20.107980;;;;;;;
268-2;Karowa 02;;268-02;50.060250;20.107460;;;;;;;
626-2;Karpińskiego 02;;626-02;50.016366388;19.963361944;;;;;;;
2050-1;Kaszów Krzyżówka do Nowej Wsi Szlacheckiej 01;;2050-01;50.038948055;19.719907500;;;;;;;
2050-2;Kaszów Krzyżówka do Nowej Wsi Szlacheckiej 02;;2050-02;50.038841944;19.720757500;;;;;;;
2047-1;Kaszów Łysa Góra 01;;2047-01;50.037598055;19.743864722;;;;;;;
2047-2;Kaszów Łysa Góra 02;;2047-02;50.037240555;19.744721944;;;;;;;
2142-1;Kaszów Na Górce 01;;2142-01;50.036005000;19.716317777;;;;;;;
2142-2;Kaszów Na Górce 02;;2142-02;50.035928333;19.716027500;;;;;;;
2049-1;Kaszów Remiza 01;;2049-01;50.039293611;19.725566111;;;;;;;
2049-81;Kaszów Remiza 81;;2049-81;50.039305555;19.725596944;;;;;;;
2041-1;Kaszów Szkoła nr 2 01;;2041-01;50.021867500;19.729056666;;;;;;;
2041-2;Kaszów Szkoła nr 2 02;;2041-02;50.021783055;19.728628888;;;;;;;
2048-1;Kaszów Tyrałówka 01;;2048-01;50.039658888;19.732653333;;;;;;;
2048-2;Kaszów Tyrałówka 02;;2048-02;50.039542500;19.734248333;;;;;;;
2040-1;Kaszów Wielka Droga 01;;2040-01;50.025128611;19.736271666;;;;;;;
2040-2;Kaszów Wielka Droga 02;;2040-02;50.025165000;19.736194722;;;;;;;
2042-1;Kaszów Wyźrał 01;;2042-01;50.015959444;19.719039166;;;;;;;
2042-2;Kaszów Wyźrał 02;;2042-02;50.015470000;19.718484444;;;;;;;
331-1;Kasztanowa 01;;331-01;50.065215555;19.865532500;;;;;;;
331-2;Kasztanowa 02;;331-02;50.065032500;19.866133333;;;;;;;
390-1;Katowicka 01;;390-01;50.089736388;19.883666388;;;;;;;
390-2;Katowicka 02;;390-02;50.090727222;19.882128055;;;;;;;
349-1;Kawiory 01;;349-01;50.068707777;19.913783611;;;;;;;
349-2;Kawiory 02;;349-02;50.068333055;19.912952500;;;;;;;
349-4;Kawiory 04;;349-04;50.068746111;19.913941666;;;;;;;
263-1;Kąkolowa 01;;263-01;50.051430;20.127430;;;;;;;
263-2;Kąkolowa 02;;263-02;50.051300;20.127540;;;;;;;
565-1;Kąpielowa 01;;565-01;49.997064722;19.919557500;;;;;;;
565-2;Kąpielowa 02;;565-02;49.997408333;19.919953055;;;;;;;
565-3;Kąpielowa 03;;565-03;49.999010833;19.921529444;;;;;;;
565-4;Kąpielowa 04;;565-04;49.998809444;19.921665000;;;;;;;
728-1;Kenara 01;;728-01;49.982011944;19.959854166;;;;;;;
728-2;Kenara 02;;728-02;49.981981666;19.960069722;;;;;;;
573-1;Kępa 01;;573-01;50.055257777;20.065712500;;;;;;;
573-2;Kępa 02;;573-02;50.055700555;20.065996388;;;;;;;
795-1;Kępa Grabska 01;;795-01;50.049090;20.155660;;;;;;;
739-1;Kępna 01;;739-01;50.014650833;19.916642222;;;;;;;
185-1;Klasztor Cystersów 01;;185-01;50.064178611;20.052210277;;;;;;;
185-2;Klasztor Cystersów 02;;185-02;50.065289166;20.052043333;;;;;;;
189-1;Klasztorna 01;189-1t;;50.068607;20.052165;;;;;;;
189-2;Klasztorna 02;189-2t;;50.068478;20.053009;;;;;;;
189-3;Klasztorna 03;;189-03;50.068817222;20.050263888;;;;;;;
189-4;Klasztorna 04;;189-04;50.068810555;20.051892222;;;;;;;
144-1;Kleeberga 01;144-1t;;50.095792;20.012713;;;;;;;
144-2;Kleeberga 02;144-2t;;50.095759;20.012638;;;;;;;
144-3;Kleeberga 03;;144-03;50.095602777;20.012915555;;;;;;;
144-4;Kleeberga 04;;144-04;50.095856111;20.012769444;;;;;;;
144-5;Kleeberga 05;;144-05;50.096191388;20.014187500;;;;;;;
2168-1;Kleszczów Centrum 01;;2168-01;50.104901666;19.748825833;;;;;;;
2689-1;Kleszczów Pod Lipką 01;;2689-01;50.102899166;19.752964444;;;;;;;
2689-2;Kleszczów Pod Lipką 02;;2689-02;50.103286388;19.752066111;;;;;;;
294-1;Klimeckiego 01;294-1t;;50.048976;19.967573;;;;;;;
294-2;Klimeckiego 02;294-2t;;50.049016;19.967621;;;;;;;
294-3;Klimeckiego 03;;294-03;50.048338055;19.968419722;;;;;;;
294-5;Klimeckiego 05;;294-05;50.049159166;19.967668333;;;;;;;
492-2;Kliny Poranne 02;;492-02;49.995392777;19.911614722;;;;;;;
298-1;Kliny Zacisze 01;;298-01;50.001647222;19.900897777;;;;;;;
298-2;Kliny Zacisze 02;;298-02;50.001235555;19.900269444;;;;;;;
2787-1;Kłokoczyn Machaczki 01;;2787-01;49.996204444;19.631747777;;;;;;;
2787-2;Kłokoczyn Machaczki 02;;2787-02;49.996403333;19.632448055;;;;;;;
2527-1;Kłokoczyn Szkoła 01;;2527-01;49.995010277;19.639365555;;;;;;;
2527-2;Kłokoczyn Szkoła 02;;2527-02;49.994995555;19.639677222;;;;;;;
732-1;Kłuszyńska 01;;732-01;49.987306111;19.913074166;;;;;;;
732-2;Kłuszyńska 02;;732-02;49.987476388;19.913824444;;;;;;;
535-1;Kobierzyn 01;;535-01;50.007143055;19.891830277;;;;;;;
535-2;Kobierzyn 02;;535-02;50.007363888;19.891805000;;;;;;;
525-1;Kobierzyńska 01;525-1t;;50.03444;19.925931;;;;;;;
525-2;Kobierzyńska 02;525-2t;;50.034593;19.925986;;;;;;;
525-3;Kobierzyńska 03;;525-03;50.034056666;19.925870555;;;;;;;
525-4;Kobierzyńska 04;;525-04;50.034149166;19.925489444;;;;;;;
2343-1;Kobylany Dworska 01;;2343-01;50.148053055;19.753047777;;;;;;;
2343-2;Kobylany Dworska 02;;2343-02;50.148174444;19.753010555;;;;;;;
2342-1;Kobylany Kwiatowa 01;;2342-01;50.147956111;19.761311388;;;;;;;
2342-2;Kobylany Kwiatowa 02;;2342-02;50.146491388;19.762904166;;;;;;;
2371-1;Kobylany Remiza 01;;2371-01;50.148627500;19.758230000;;;;;;;
2371-2;Kobylany Remiza 02;;2371-02;50.148603055;19.758616944;;;;;;;
2108-1;Kochanów Centrum 01;;2108-01;50.114830277;19.747437222;;;;;;;
2108-2;Kochanów Centrum 02;;2108-02;50.114857222;19.748541944;;;;;;;
2269-1;Kochanów Sowiarka (NŻ) 01;;2269-01;50.112653055;19.732371388;;;;;NŻ;;
2269-2;Kochanów Sowiarka (NŻ) 02;;2269-02;50.112916666;19.735295000;;;;;NŻ;;
2310-1;Kocmyrzów Biblioteka 01;;2310-01;50.130663055;20.130103611;;;;;;;
2310-2;Kocmyrzów Biblioteka 02;;2310-02;50.130398611;20.130112777;;;;;;;
2545-1;Kocmyrzów Krzyżówka 01;;2545-01;50.133505277;20.126239166;;;;;;;
2545-2;Kocmyrzów Krzyżówka 02;;2545-02;50.133575000;20.125917777;;;;;;;
2309-1;Kocmyrzów Rondo 01;;2309-01;50.133731944;20.114206944;;;;;;;
2309-2;Kocmyrzów Rondo 02;;2309-02;50.133459444;20.114444444;;;;;;;
2311-1;Kocmyrzów Sodfiny 01;;2311-01;50.129928333;20.137105555;;;;;;;
2311-2;Kocmyrzów Sodfiny 02;;2311-02;50.130152222;20.137499722;;;;;;;
2567-1;Kocmyrzów-Luborzyca Urząd Gminy 01;;2567-01;50.135796388;20.113701944;;;;;;;
2567-2;Kocmyrzów-Luborzyca Urząd Gminy 02;;2567-02;50.135073888;20.113212777;;;;;;;
2474-1;Kokotów I 01;;2474-01;50.012193055;20.084318055;;;;;;;
2474-2;Kokotów I 02;;2474-02;50.012237500;20.083422777;;;;;;;
2475-1;Kokotów II 01;;2475-01;50.013582500;20.093084166;;;;;;;
2475-2;Kokotów II 02;;2475-02;50.013821388;20.094902222;;;;;;;
715-2;Kokotów SKA 02;;715-02;50.017560;20.068340;;;;;;;
217-1;Koksochemia (NŻ) 01;217-1t;;50.071926;20.104695;;;;;NŻ;;
217-2;Koksochemia (NŻ) 02;217-2t;;50.071926;20.104459;;;;;NŻ;;
217-3;Koksochemia (NŻ) 03;;217-03;50.072110;20.105390;;;;;NŻ;;
217-4;Koksochemia (NŻ) 04;;217-04;50.071730;20.104820;;;;;NŻ;;
515-1;Kolna 01;;515-01;50.024961388;19.834985277;;;;;;;
515-2;Kolna 02;;515-02;50.023987222;19.832112222;;;;;;;
515-3;Kolna 03;;515-03;50.025316388;19.832631944;;;;;;;
938-2;Kolna Kapliczka 02;;938-02;50.028801388;19.830184166;;;;;;;
107-1;Kombinat 01;107-1t;;50.079135;20.065059;;;;;;;
107-2;Kombinat 02;107-2t;;50.079835;20.065863;;;;;;;
107-3;Kombinat 03;107-3t;;50.0787;20.066005;;;;;;;
107-4;Kombinat 04;;107-04;50.079024444;20.064737500;;;;;;;
107-5;Kombinat 05;;107-05;50.079967777;20.066070000;;;;;;;
107-9;Kombinat 09;;107-09;50.078566666;20.066445277;;;;;;;
300-1;Komorowskiego 01;300-1t;300-01;50.053624166;19.922374444;;;;;;;
300-2;Komorowskiego 02;300-2t;300-02;50.053326388;19.921786944;;;;;;;
742-1;Komuny Paryskiej 01;;742-01;50.007234166;19.896398611;;;;;;;
742-2;Komuny Paryskiej 02;;742-02;50.006795555;19.897117777;;;;;;;
742-72;Komuny Paryskiej 72;;742-72;50.006514;19.896411;;;;;;;
2244-1;Konary Królowej Polski 01;;2244-01;49.933467777;19.915985555;;;;;;;
2244-2;Konary Królowej Polski 02;;2244-02;49.933426666;19.916495555;;;;;;;
2230-1;Konary Pętla 01;;2230-01;49.944217500;19.921189444;;;;;;;
2755-1;Konary Pod Sosenką 01;;2755-01;49.930632222;19.917523888;;;;;;;
2755-2;Konary Pod Sosenką 02;;2755-02;49.931025555;19.917898611;;;;;;;
2499-1;Konary Sęk 01;;2499-01;49.935353333;19.926663611;;;;;;;
2499-2;Konary Sęk 02;;2499-02;49.935473333;19.928318611;;;;;;;
900-1;Konopczyńskiego 01;;900-01;50.014930;19.896850;;;;;;;
900-2;Konopczyńskiego 02;;900-02;50.014990;19.896880;;;;;;;
500-1;Konopnickiej 01;;500-01;50.052848888;19.929188055;;;;;;;
500-2;Konopnickiej 02;;500-02;50.052736111;19.929577777;;;;;;;
332-1;Kopalina 01;;332-01;50.065789722;19.862022500;;;;;;;
332-2;Kopalina 02;;332-02;50.065921666;19.860721666;;;;;;;
2591-1;Kopanka Druga 01;;2591-01;49.979872222;19.774156111;;;;;;;
2591-2;Kopanka Druga 02;;2591-02;49.980312222;19.774907222;;;;;;;
2590-1;Kopanka Kapliczka 01;;2590-01;49.982009444;19.780499444;;;;;;;
2590-2;Kopanka Kapliczka 02;;2590-02;49.981970555;19.779616388;;;;;;;
2578-1;Kopanka Kościół 01;;2578-01;49.982579166;19.796240833;;;;;;;
2578-2;Kopanka Kościół 02;;2578-02;49.982852777;19.794878888;;;;;;;
2649-1;Kopanka Ofiar Katynia 01;;2649-01;49.976835833;19.784536666;;;;;;;
2592-1;Kopanka Pętla 01;;2592-01;49.977201388;19.763096111;;;;;;;
2589-1;Kopanka Szkoła 01;;2589-01;49.983651944;19.789938611;;;;;;;
2589-2;Kopanka Szkoła 02;;2589-02;49.983730277;19.789270277;;;;;;;
319-1;Kopiec Kościuszki 01;;319-01;50.055280;19.892600;;;;;;;
212-1;Kopiec Wandy 01;212-1t;;50.069952;20.066722;;;;;;;
212-2;Kopiec Wandy 02;212-2t;;50.069726;20.067014;;;;;;;
212-3;Kopiec Wandy 03;212-3t;;50.068808;20.0701264;;;;;;;
765-1;Korepty 01;;765-01;50.015549722;20.028398611;;;;;;;
765-2;Korepty 02;;765-02;50.015940833;20.028221666;;;;;;;
556-1;Korona 01;556-1t;556-01;50.043483611;19.946592222;;;;;;;
556-2;Korona 02;556-2t;;50.044052;19.947497;;;;;;;
556-3;Korona 03;556-3t;556-03;50.044127500;19.946611388;;;;;;;
2460-1;Korzkiew Botoja 01;;2460-01;50.155895000;19.883523888;;;;;;;
2460-2;Korzkiew Botoja 02;;2460-02;50.155618333;19.883369444;;;;;;;
2461-1;Korzkiew Zamek 01;;2461-01;50.161637777;19.881249444;;;;;;;
2461-2;Korzkiew Zamek 02;;2461-02;50.161792777;19.881062500;;;;;;;
337-1;Kosmowskiej 01;;337-01;50.061535000;19.831731388;;;;;;;
337-2;Kosmowskiej 02;;337-02;50.061218611;19.830984444;;;;;;;
633-1;Kosocice 01;;633-01;49.994316944;19.989237500;;;;;;;
633-2;Kosocice 02;;633-02;49.994155833;19.989226944;;;;;;;
639-1;Kosocicka 01;;639-01;50.004293611;20.010818333;;;;;;;
639-2;Kosocicka 02;;639-02;50.004569444;20.011605833;;;;;;;
521-1;Kostrze 01;;521-01;50.018918055;19.842980277;;;;;;;
521-2;Kostrze 02;;521-02;50.018958055;19.842551111;;;;;;;
724-1;Kostrze Kapliczka 01;;724-01;50.026891111;19.844738055;;;;;;;
724-2;Kostrze Kapliczka 02;;724-02;50.026923055;19.844624722;;;;;;;
513-1;Kostrze OSP 01;;513-01;50.028615277;19.852172222;;;;;;;
513-2;Kostrze OSP 02;;513-02;50.028695555;19.852136388;;;;;;;
512-1;Kostrze Szkoła 01;;512-01;50.029152777;19.855608888;;;;;;;
512-2;Kostrze Szkoła 02;;512-02;50.029113888;19.854831111;;;;;;;
668-1;Koszykarska 01;;668-01;50.052572222;19.989904166;;;;;;;
668-2;Koszykarska 02;;668-02;50.052494166;19.988930833;;;;;;;
668-3;Koszykarska 03;;668-03;50.051711666;19.990060000;;;;;;;
227-1;Kościelniki 01;;227-01;50.089963888;20.175341944;;;;;;;
227-2;Kościelniki 02;;227-02;50.090569722;20.175216666;;;;;;;
227-71;Kościelniki 71;;227-71;50.089963888;20.175341944;;;;;;;
227-72;Kościelniki 72;;227-72;50.090569722;20.175216666;;;;;;;
227-81;Kościelniki 81;;227-81;50.088043611;20.173695833;;;;;;;
227-82;Kościelniki 82;;227-82;50.088994444;20.174946666;;;;;;;
561-1;Kościuszkowców 01;561-1t;;50.016651;19.929831;;;;;;;
561-2;Kościuszkowców 02;561-2t;;50.015661;19.929342;;;;;;;
561-4;Kościuszkowców 04;;561-04;50.016098611;19.928577777;;;;;;;
561-6;Kościuszkowców 06;;561-06;50.016592500;19.930149722;;;;;;;
409-1;Kozienicka 01;;409-01;50.006051111;19.858673055;;;;;;;
409-2;Kozienicka 02;;409-02;50.006392222;19.859189166;;;;;;;
2070-1;Kraków Airport 01;;2070-01;50.071721944;19.800208888;;;;;;;Kraków Airport T1 01
2070-2;Kraków Airport 02;;2070-02;50.070890833;19.800160833;;;;;;;Kraków Airport T1 02
2237-1;Krasieniec Stary Kopalina 01;;2237-01;50.195965833;19.938775833;;;;;;;
2237-2;Krasieniec Stary Kopalina 02;;2237-02;50.196180000;19.938615555;;;;;;;
2157-1;Krasieniec Stary Skrzyżowanie 01;;2157-01;50.191066944;19.941380555;;;;;;;
2157-2;Krasieniec Stary Skrzyżowanie 02;;2157-02;50.190266666;19.941717222;;;;;;;
2010-1;Krasieniec Zakupny Kapliczka 01;;2010-01;50.211325833;19.949889166;;;;;;;
2010-2;Krasieniec Zakupny Kapliczka 02;;2010-02;50.211378333;19.949535833;;;;;;;
2831-1;Krasieniec Zakupny Kotryska 01;;2831-01;50.213372222;19.955307777;;;;;;;
2159-1;Krasieniec Zakupny Pod Lipą 01;;2159-01;50.207680555;19.938265833;;;;;;;
2159-2;Krasieniec Zakupny Pod Lipą 02;;2159-02;50.207475555;19.937848333;;;;;;;
2158-1;Krasieniec Zakupny Remiza 01;;2158-01;50.200932777;19.939202777;;;;;;;
2158-2;Krasieniec Zakupny Remiza 02;;2158-02;50.200841944;19.939061388;;;;;;;
878-1;Krasnowolskiego 01;;878-01;50.085391944;20.049101944;;;;;;;
878-2;Krasnowolskiego 02;;878-02;50.085298888;20.049221944;;;;;;;
488-1;Krokusowa 01;;488-01;50.024220;19.919620;;;;;;;
488-2;Krokusowa 02;;488-02;50.024980;19.919420;;;;;;;
417-1;Krowoderskich Zuchów 01;;417-01;50.088628888;19.925454722;;;;;;;
417-2;Krowoderskich Zuchów 02;;417-02;50.088924444;19.926238055;;;;;;;
416-1;Krowodrza Górka P+R 01;416-1t;;50.088958;19.932816;;;;;;;
416-2;Krowodrza Górka P+R 02;416-2t;;50.088752;19.93274;;;;;;;
416-3;Krowodrza Górka P+R 03;416-3t;;50.089389;19.93163;;;;;;416-1t;Krowodrza Górka 01
416-4;Krowodrza Górka P+R 04;;416-04;50.088569444;19.931230833;;;;;;;Krowodrza Górka 04
416-5;Krowodrza Górka P+R 05;;416-05;50.087975555;19.931943611;;;;;;416-03;Krowodrza Górka 03
416-6;Krowodrza Górka P+R 06;;416-06;50.088385833;19.930765000;;;;;;416-02;Krowodrza Górka 02
416-7;Krowodrza Górka P+R 07;;416-07;50.088982222;19.932581944;;;;;;;
416-8;Krowodrza Górka P+R 08;;416-08;50.088896944;19.932261666;;;;;;;
443-1;Krowodrza Urzędy Skarbowe 01;;443-01;50.084464444;19.930583333;;;;;;;
443-2;Krowodrza Urzędy Skarbowe 02;;443-02;50.084911111;19.930756666;;;;;;;
145-1;Kruszwicka 01;;145-01;50.097470;20.019210;;;;;;;
145-2;Kruszwicka 02;;145-02;50.097740;20.020040;;;;;;;
7225-71;Krymska 71;;7225-71;50.001851;19.895017;;;;;;;
7225-72;Krymska 72;;7225-72;50.001424;19.894656;;;;;;;
2035-1;Kryspinów Rondo 01;;2035-01;50.043720833;19.794368055;;;;;;;
2035-2;Kryspinów Rondo 02;;2035-02;50.041661388;19.798297777;;;;;;;
2035-3;Kryspinów Rondo 03;;2035-03;50.043626111;19.798126666;;;;;;;
2036-1;Kryspinów Sanka 01;;2036-01;50.041948055;19.786686388;;;;;;;
2036-2;Kryspinów Sanka 02;;2036-02;50.042425000;19.788869444;;;;;;;
2793-1;Kryspinów Stopień Wodny 01;;2793-01;50.033359444;19.816230833;;;;;;;
2793-2;Kryspinów Stopień Wodny 02;;2793-02;50.033295277;19.816288888;;;;;;;
729-1;Krzemieniecka 01;;729-01;49.983522777;19.995701666;;;;;;;
729-2;Krzemieniecka 02;;729-02;49.983400277;19.995220833;;;;;;;
880-1;Krzesławice Młyn 01;;880-01;50.079914166;20.056924444;;;;;;;
880-2;Krzesławice Młyn 02;;880-02;50.080528611;20.056791111;;;;;;;
2443-1;Krzęcin Cmentarz 01;;2443-01;49.943061666;19.745797222;;;;;;;
2443-2;Krzęcin Cmentarz 02;;2443-02;49.943997500;19.745205277;;;;;;;
2404-1;Krzęcin Kapliczka 01;;2404-01;49.945183611;19.733528611;;;;;;;
2404-2;Krzęcin Kapliczka 02;;2404-02;49.945501111;19.732935277;;;;;;;
2402-1;Krzęcin Kościół 01;;2402-01;49.943666111;19.741298333;;;;;;;
2402-2;Krzęcin Kościół 02;;2402-02;49.943720555;19.741390000;;;;;;;
2405-1;Krzęcin Pętla 01;;2405-01;49.953108333;19.729731111;;;;;;;
2405-2;Krzęcin Pętla 02;;2405-02;49.952702222;19.729412222;;;;;;;
2401-1;Krzęcin Sklep 01;;2401-01;49.940750277;19.749818888;;;;;;;
2401-2;Krzęcin Sklep 02;;2401-02;49.941212777;19.750146111;;;;;;;
2497-1;Krzęcin Szczęsna 01;;2497-01;49.948780000;19.730466944;;;;;;;
2497-2;Krzęcin Szczęsna 02;;2497-02;49.947945277;19.730322222;;;;;;;
2403-1;Krzęcin Szkoła 01;;2403-01;49.943812222;19.738990277;;;;;;;
2494-1;Krzyszkowice Kasztanowa I 01;;2494-01;49.986282777;20.024733888;;;;;;;
2494-2;Krzyszkowice Kasztanowa I 02;;2494-02;49.986508888;20.024233055;;;;;;;
2493-1;Krzyszkowice Kasztanowa II 01;;2493-01;49.990267222;20.024072500;;;;;;;
2493-2;Krzyszkowice Kasztanowa II 02;;2493-02;49.990459444;20.024413055;;;;;;;
2541-1;Krzysztoforzyce Góra 01;;2541-01;50.113812222;20.126887222;;;;;;;
2541-2;Krzysztoforzyce Góra 02;;2541-02;50.113745555;20.126422777;;;;;;;
2543-1;Krzysztoforzyce Pętla 01;;2543-01;50.115909722;20.138238333;;;;;;;
2544-1;Krzysztoforzyce przy Dworze 01;;2544-01;50.115730000;20.131870000;;;;;;;
2544-2;Krzysztoforzyce przy Dworze 02;;2544-02;50.115670000;20.131544444;;;;;;;
2542-1;Krzysztoforzyce Sklep 01;;2542-01;50.115530277;20.134886666;;;;;;;
2542-2;Krzysztoforzyce Sklep 02;;2542-02;50.115203055;20.135383888;;;;;;;
239-1;Ks. Luzara 01;;239-01;50.063320833;20.193998333;;;;;;;
239-2;Ks. Luzara 02;;239-02;50.062563055;20.194728888;;;;;;;
717-1;Ks. Łaczka 01;;717-01;50.010097500;20.030333888;;;;;;;
717-2;Ks. Łaczka 02;;717-02;50.010190000;20.027355277;;;;;;;
433-1;Ks. Meiera 01;;433-01;50.098135833;19.962628055;;;;;;;
433-2;Ks. Meiera 02;;433-02;50.097413888;19.961913611;;;;;;;
433-4;Ks. Meiera 04;;433-04;50.097964166;19.961836666;;;;;;;
697-1;Ks.Targosza 01;;697-01;50.042738611;20.053226944;;;;;;;
697-2;Ks.Targosza 02;;697-02;50.042790555;20.052462777;;;;;;;
269-2;Kujawy 02;;269-02;50.048190;20.100220;;;;;;;
670-1;Kuklińskiego 01;670-1t;;50.044529;19.973549;;;;;;;
670-2;Kuklińskiego 02;670-2t;;50.044575;19.973602;;;;;;;
670-3;Kuklińskiego 03;;670-03;50.045343055;19.974717500;;;;;;;
670-4;Kuklińskiego 04;;670-04;50.045658611;19.973176944;;;;;;;
670-5;Kuklińskiego 05;;670-05;50.044956944;19.972054444;;;;;;;
670-6;Kuklińskiego 06;;670-06;50.044466944;19.973247500;;;;;;;
670-8;Kuklińskiego 08;;670-08;50.044764722;19.974412777;;;;;;;
2287-1;Kulerzów 01;;2287-01;49.945316666;19.853846666;;;;;;;
2287-2;Kulerzów 02;;2287-02;49.945273611;19.853650000;;;;;;;
2286-1;Kulerzów Wąwóz 01;;2286-01;49.945154444;19.862162500;;;;;;;
2286-2;Kulerzów Wąwóz 02;;2286-02;49.945084444;19.862210833;;;;;;;
150-1;Kupały 01;;150-01;50.094414166;20.015487222;;;;;;;
150-2;Kupały 02;;150-02;50.095379166;20.017385000;;;;;;;
584-1;Kurdwanów P+R 01;584-1t;;50.01356;19.95042;;;;;;;Kurdwanów Pętla 01,   Kurdwanów 01
584-2;Kurdwanów P+R 02;;584-02;50.013536111;19.949672222;;;;;;;Kurdwanów Pętla 02,   Kurdwanów 02
584-3;Kurdwanów P+R 03;584-3t;;50.01407;19.94809;;;;;;;
584-4;Kurdwanów P+R 04;;584-04;50.014786944;19.950199722;;;;;;;Kurdwanów Pętla 04,   Kurdwanów 04
584-5;Kurdwanów P+R 05;;584-05;50.013670277;19.950572500;;;;;;;Kurdwanów Pętla 05,   Kurdwanów 05
584-6;Kurdwanów P+R 06;;584-06;50.014263611;19.949086944;;;;;;;Kurdwanów Pętla 06,   Kurdwanów 06
584-8;Kurdwanów P+R 08;584-8t;;50.01409;19.94783;;;;;;;Kurdwanów Pętla,   Kurdwanów
584-10;Kurdwanów P+R 10;584-10t;;50.01359;19.95044;;;;;;;
704-1;Kurdwanów Szkoła 01;;704-01;50.005684444;19.966447500;;;;;;;
704-2;Kurdwanów Szkoła 02;;704-02;50.005106666;19.965472222;;;;;;;
768-1;Kurzei 01;;768-01;50.095218611;19.988998333;;;;;;;
768-2;Kurzei 02;;768-02;50.095151666;19.989864166;;;;;;;
448-1;Kuźnicy Kołłątajowskiej 01;448-1t;448-01;50.097822222;19.956103333;;;;;;;
448-2;Kuźnicy Kołłątajowskiej 02;448-2t;448-02;50.097825833;19.956008055;;;;;;;
448-3;Kuźnicy Kołłątajowskiej 03;;448-03;50.098257500;19.957588888;;;;;;;
448-4;Kuźnicy Kołłątajowskiej 04;;448-04;50.098448888;19.958804722;;;;;;;
324-1;Lajkonika 01;;324-01;50.062282777;19.888117500;;;;;;;
324-2;Lajkonika 02;;324-02;50.062094722;19.888298611;;;;;;;
609-1;Landaua 01;;609-01;49.988420000;19.962275833;;;;;;;
609-2;Landaua 02;;609-02;49.988076111;19.963743333;;;;;;;
609-4;Landaua 04;;609-04;49.988327500;19.962253611;;;;;;;
545-1;Las Borkowski 01;;545-01;50.008524444;19.907132777;;;;;;;
545-2;Las Borkowski 02;;545-02;50.007980277;19.906577777;;;;;;;
545-71;Las Borkowski 71;;545-71;50.009243888;19.906940555;;;;;;;
545-72;Las Borkowski 72;;545-72;50.008973888;19.907114166;;;;;;;
545-73;Las Borkowski 73;;545-73;50.009533888;19.911508055;;;;;;;
545-74;Las Borkowski 74;;545-74;50.009466111;19.910743611;;;;;;;
459-1;Lasek Łęgowski 01;;459-01;50.052560;20.037860;;;;;;;
459-2;Lasek Łęgowski 02;;459-02;50.052460;20.037620;;;;;;;
183-1;Lasek Mogilski 01;;183-01;50.055518888;20.049661944;;;;;;;
183-2;Lasek Mogilski 02;;183-02;50.054315277;20.049453333;;;;;;;
926-1;Lasówka 01;;926-01;50.049522500;19.996164166;;;;;;;
926-2;Lasówka 02;;926-02;50.049224722;19.996503055;;;;;;;
2800-1;Lednica Górna Gory 01;;2800-01;49.977199722;20.092196944;;;;;;;
2800-2;Lednica Górna Gory 02;;2800-02;49.977392222;20.091826944;;;;;;;
2799-1;Lednica Górna Świdówka 01;;2799-01;49.978253055;20.086736666;;;;;;;
2799-2;Lednica Górna Świdówka 02;;2799-02;49.978558333;20.085858333;;;;;;;
